parameter,1%,1.5%,2%,2.5%,3%,3.5%
rho,0,9.149593701501535e-5,0.001972641562389354,0.004618784772840901,0.007702710640826718,0.01115004282166332
eta,0.67,1.0160102648044234,1.2444589479616779,1.4211580565965207,1.5678994034678642,1.688827908351313
